director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
Gus Van Sant,Hal Holbrook,7556708,Matt Damon,Terry Kinney,1,15000000,6.6
Woody Allen,Michael McKean,5306447,Larry David,Conleth Hill,1,15000000,7.2
Mary Lambert,Susan Ward,5217498,Matthew Settle,A.J. Buckley,4,15000000,4.6
Tommy Lee Jones,Dwight Yoakam,5023275,Levon Helm,Guillermo Arriaga,2,15000000,7.5
Peter Kassovitz,Mark Margolis,4956401,Robin Williams,Michael Jeter,2,15000000,6.5
Shane Black,Corbin Bernsen,4235837,Robert Downey Jr.,Larry Miller,2,15000000,7.6
Rodman Flender,Fred Willard,4002955,Vivica A. Fox,Elden Henson,0,20000000,6.2
David Lynch,Robert Forster,7219578,Naomi Watts,Laura Harring,1,15000000,8
Katja von Garnier,Agnes Bruckner,3525161,Olivier Martinez,Chris Geere,0,,5.5
Woody Allen,Naomi Watts,3247816,Anthony Hopkins,Ewen Bremner,0,22000000,6.3
Mark Romanek,Charlie Rowe,2412045,Andrew Garfield,Charlotte Rampling,0,15000000,7.2
,Tom Hollander,,Anna Silk,Alessandro Nivola,3,,7.9
Brad Anderson,Eduardo Noriega,2203641,Thomas Kretschmann,Mac McDonald,0,15000000,6.7
Michael Chapman,Pamela Reed,1953732,Curtis Armstrong,Mike Muscat,0,15000000,5.3
Antonio Banderas,Elizabeth Perkins,1954202,Meat Loaf,Noah Emmerich,0,15000000,6.3
Michael Haneke,Siobhan Fallon Hogan,1294640,Naomi Watts,Brady Corbet,0,15000000,6.5
Khalil Sullins,Kalim Chandler,,Thomas Stroppel,Amber Marie Bollinger,0,,5.6
Atom Egoyan,Elaine Cassidy,819852,Bob Hoskins,Gerard McSorley,0,,7
Fritz Lang,Gustav Fröhlich,26435,Brigitte Helm,Rudolf Klein-Rogge,1,6000000,8.3
Pierre Morel,Cyril Raffaelli,1197786,David Belle,Dany Verissimo-Petit,2,12000000,7.2
Gary Fleder,Bill Cobbs,529766,Steve Buscemi,Treat Williams,2,7000000,6.8
Hsiao-Hsien Hou,Chen Chang,613556,Qi Shu,Satoshi Tsumabuki,1,15000000,6.4
Gregor Jordan,Scott Glenn,353743,Dean Stockwell,Leon,1,15000000,6.9
Andrey Zvyagintsev,Vladimir Garin,502028,Konstantin Lavronenko,Nataliya Vdovina,0,,8
Tony Jaa,Petchtai Wongkamlao,102055,Nirut Sirichanya,Sarunyu Wongkrachang,0,300000000,6.2
Neil Marshall,JJ Feild,122288,Michael Fassbender,Dave Legeno,0,,6.4
Russell Mulcahy,Gina Bellman,,Christopher Heyerdahl,Conrad Dunn,0,9000000,5.6
Ryûhei Kitamura,Brooke Shields,73548,Bradley Cooper,Leslie Bibb,0,15000000,6.1
Darrell Roodt,Wendy Crewson,,Jennifer Hudson,Aubrey Poo,2,15000000,6
Dito Montiel,Al Pacino,28870,Channing Tatum,Tracy Morgan,5,15000000,5.1
Stefan Ruzowitzky,Udo Kier,22723,Eddie Izzard,Edward Fox,1,25000000,4.5
Jake Paltrow,Gael Le Cornec,20380,Stephen Graham,Keith Allen,1,15000000,5.9
Juraj Jakubisko,Hans Matheson,,Anna Friel,Franco Nero,1,,6
Anthony Silverston,Steve Buscemi,,Liam Neeson,Loretta Devine,0,20000000,5.8
Gabe Ibáñez,Robert Forster,,Birgitte Hjort Sørensen,Melanie Griffith,0,7000000,6.1
Gerry Lively,Lucy Gaskell,,Bruce Payne,Steven Elder,0,15000000,4.9
Daniele Luchetti,Rodrigo De la Serna,,Maximilian Dirr,Ferdinando Vetere,0,15000000,5.7
Tung-Shing Yee,Daniel Wu,,Bingbing Fan,Yasuaki Kurata,4,15000000,7.1
Julien Temple,Dexter Fletcher,,Samantha Morton,Linus Roache,1,15000000,6.6
Harold Ramis,Chris Elliott,70906973,Bill Murray,Willie Garson,1,14600000,8.1
Gregory Jacobs,Channing Tatum,66009973,Matt Bomer,Kevin Nash,3,14800000,5.7
Baz Luhrmann,Harold Perrineau,46338728,Leonardo DiCaprio,Brian Dennehy,2,14500000,6.8
Gilles Paquet-Brenner,Aidan Quinn,7691700,Kristin Scott Thomas,Arben Bajraktaraj,2,10000000,7.5
Peter Cousens,David Rasche,,Sharon Leal,Bart Shatto,2,14500000,6.2
Clint Eastwood,Morgan Freeman,101157447,Clint Eastwood,Frances Fisher,1,14400000,8.3
Lars von Trier,Jeremy Davies,74205,Bryce Dallas Howard,Jean-Marc Barr,1,14200000,7.4
Danny Boyle,Saurabh Shukla,141319195,Anil Kapoor,Ayush Mahesh Khedekar,0,15000000,8
Adrian Lyne,Lois Smith,156645693,Fred Gwynne,Anne Archer,0,14000000,6.9
Garry Marshall,Hector Elizondo,178406268,Julia Roberts,Jason Alexander,2,14000000,6.9
John Blanchard,Andrea Martin,,Martin Short,Joe Flaherty,2,,9.5
John Cornell,Linda Kozlowski,109306210,Paul Hogan,John Meillon,1,15800000,5.5
Vidhu Vinod Chopra,Chris Marquette,,María Valverde,Chad Bishop,0,15000000,5.7
Oliver Stone,Tom Berenger,70001698,Tom Cruise,Stephen Baldwin,0,14000000,7.2
Jon Turteltaub,Leon,68856263,Doug E. Doug,Malik Yoba,1,15000000,6.9
Patrick Lussier,Jaime King,51527787,Jensen Ackles,Edi Gathegi,0,15000000,5.5
Ole Bornedal,Madison Davenport,49122319,Kyra Sedgwick,Natasha Calis,0,14000000,5.9
Ted Kotcheff,Brian Dennehy,,Sylvester Stallone,Chris Mulkey,1,14000000,7.7
Sylvain White,Laz Alonso,61356221,Chris Brown,Harry Lennix,0,14000000,5.2
Lewis Gilbert,Desmond Llewelyn,46800000,Caroline Munro,Barbara Bach,2,14000000,7.1
,Steve Gonsalves,,Amy Bruni,Jason Hawes,0,,6.6
Jamie Blanks,Loretta Devine,38048637,Alicia Witt,Julian Richings,4,14000000,5.5
Stephen Frears,Peter Capaldi,34700000,Keanu Reeves,Swoosie Kurtz,2,14000000,7.7
Tyler Perry,Phylicia Rashad,35010192,Eddie Cibrian,Jamie Kennedy,1,,5.4
Randal Kleiser,Klaus Maria Brandauer,34793160,Seymour Cassel,Susan Hogan,1,14000000,6.7
Bruce McCulloch,Elaine Hendrix,30628981,Will Ferrell,Molly Shannon,1,14000000,5
Phyllida Lloyd,Jim Broadbent,29959436,Meryl Streep,Olivia Colman,1,13000000,6.4
Mike Nawrocki,Mike Nawrocki,25571351,Phil Vischer,Shelby Vischer,0,14000000,6.6
John Singleton,Khandi Alexander,27515786,Janet Jackson,Maya Angelou,0,14000000,5.9
Kevin Bray,Roger Guenveur Smith,25482931,Mike Epps,Gino Salvano,2,14000000,5.7
Wes Craven,W. Earl Brown,19900000,John Witherspoon,Allen Payne,1,20000000,4.5
John Boorman,Richard Burton,,Linda Blair,Ned Beatty,7,14000000,3.7
Courtney Solomon,James D'Arcy,16298046,Sissy Spacek,Vernon Dobtcheff,0,14000000,5
David Zucker,Tyler Labine,15549702,Carmen Electra,Molly Shannon,2,14000000,4.6
David Twohy,Milla Jovovich,15483540,Chris Hemsworth,Marley Shelton,4,14000000,6.5
Rick Famuyiwa,Lance Gross,20246959,America Ferrera,Lupe Ontiveros,2,14000000,4.9
Alan Cohn,Linda Cardellini,15062898,Alyson Hannigan,Poppy Montgomery,0,14000000,6
Franco Zeffirelli,Joan Plowright,14348123,Lily Tomlin,Paolo Seganti,6,12000000,6.9
Tom Holland,Bethany Joy Lenz,15171475,Joe Mantegna,Kari Wuhrer,0,8500000,5.7
Martin Scorsese,Liza Minnelli,,Robert De Niro,Mary Kay Place,0,14000000,6.7
Spike Lee,Delroy Lindo,13640000,Alfre Woodard,Isaiah Washington,0,14000000,6.9
Chris Rock,Eliza Coupe,12550242,Steve Buscemi,Wendell Pierce,3,,5.5
James Isaac,Kane Hodder,12610731,Peter Mensah,Lexa Doig,1,11000000,4.4
Shawn Levy,Donald Faison,47811275,Frankie Muniz,Lee Majors,1,15000000,5.4
Emilio Estevez,Nick Cannon,11204499,Anthony Hopkins,Brian Geraghty,0,14000000,7
Mark Waters,Ivana Milicevic,10397365,Monica Potter,China Chow,5,14000000,5.4
Josh Schwartz,Jackson Nicoll,9402410,Thomas McDonell,Osric Chau,1,14000000,5.4
Julian Schnabel,Mathieu Amalric,5990075,Emmanuelle Seigner,Isaach De Bankolé,1,,8
Todd Field,Noah Emmerich,5459824,Kate Winslet,Jane Adams,0,26000000,7.6
Davis Guggenheim,Sharon Lawrence,5108820,Norman Reedus,Noam Jenkins,5,24000000,5.9
Tony Goldwyn,Julie Kavner,4741987,Viggo Mortensen,Tovah Feldshuh,1,14000000,6.6
Phillip Noyce,Terry Pheto,4291965,Derek Luke,Bonnie Henna,3,14000000,6.7
Stephen Carpenter,Angela Featherstone,3100650,Melissa Sagemiller,Candace Kroslak,4,14000000,3.9
James Ivory,Todd Boyce,2474000,Seth Gilliam,Nigel Whitmey,1,14000000,5.7
Stephan Elliott,Kristin Scott Thomas,2656324,Colin Firth,Kris Marshall,4,,6.7
James Fargo,Joseph Cotten,1000000,Christopher Lee,Behrouz Vossoughi,0,14000000,6.5
Mike Leigh,Ruth Sheen,3958500,Lesley Manville,Karl Johnson,0,8200000,6.8
Alain Resnais,Sara Forestier,403649,Mathieu Amalric,Edouard Baer,0,,6.3
Costa-Gavras,Mathieu Kassovitz,274299,Sebastian Koch,Ulrich Mühe,2,103000000,7.3
Chao-Bin Su,Shawn Yue,,Woo-sung Jung,Kelly Lin,2,12000000,6.9
Neil Burger,Katherine LaNasa,183088,John Heard,Mark L. Young,0,15000000,7
Kenneth Lonergan,Kieran Culkin,46495,Matt Damon,John Gallagher Jr.,1,14000000,6.5
Bo Zenga,Kenan Thompson,,Steve Howey,Diora Baird,7,,3.6
Rob Reiner,Rebecca De Mornay,1752214,Madeline Carroll,Aidan Quinn,0,14000000,7.7
Ang Lee,Heath Ledger,83025853,Jake Gyllenhaal,Anne Hathaway,0,14000000,7.7
Jonathan Liebesman,Danny Woodburn,190871240,Noel Fisher,Jeremy Howard,0,125000000,5.9
Amy Heckerling,Dan Hedaya,56631572,Donald Faison,Elisa Donovan,1,12000000,6.8
Todd Haynes,Celia Weston,15854988,Dennis Quaid,Michael Gaston,2,13500000,7.4
Steve Pink,Gillian Jacobs,12282677,Adam Scott,Collette Wolfe,4,14000000,5.1
,Olaf Lubaszenko,447093,Krystyna Janda,Olgierd Lukaszewicz,0,,9.1
Philip Kaufman,Stephen Marcus,7060876,Kate Winslet,Amelia Warner,1,13500000,7.4
Martin McDonagh,Gabourey Sidibe,14989761,Abbie Cornish,Michael Stuhlbarg,7,15000000,7.2
Kasi Lemmons,Tamara Tunie,687081,Colm Feore,Aunjanue Ellis,0,,6
,Marian Dziedziel,,Jacek Koman,Jaroslaw Boberek,4,,7.4
Oliver Hirschbiegel,Bruno Ganz,5501940,Thomas Kretschmann,Alexandra Maria Lara,0,13500000,8.3
Alejandro Amenábar,Lola Dueñas,2086345,Belén Rueda,Tamar Novas,1,10000000,8.1
Jonathan Glazer,Paul Brannigan,2605039,Scarlett Johansson,Alison Chand,0,,6.3
Barry Levinson,J.T. Walsh,123922370,Robin Williams,Bruno Kirby,1,13000000,7.3
Hyung-rae Shim,Stephanie Danielson,163591,Jason Mewes,Michael Rispoli,5,13400000,3.6
Jon M. Chu,Sean Kingston,73000942,Usher Raymond,Boys II Men,1,13000000,1.6
Darren Aronofsky,Mila Kunis,106952327,Natalie Portman,Mark Margolis,1,13000000,8
José Padilha,Abbie Cornish,58607007,Gary Oldman,Jennifer Ehle,0,100000000,6.2
Francis Ford Coppola,Al Pacino,57300000,Robert De Niro,Robert Duvall,1,13000000,9
Thomas Carter,Terry Kinney,91038276,Sean Patrick Thomas,Fredro Starr,0,13000000,6.1
Renny Harlin,Rodney Eastman,49369900,Tuesday Knight,Brooke Bundy,0,7000000,5.7
Patricia Riggen,Brighton Sharbino,61693523,Jennifer Garner,Martin Henderson,0,13000000,6.8
Danny Leiner,Mary Lynn Rajskub,46729374,Jennifer Garner,Marla Sokoloff,2,13000000,5.5
Christopher Cain,Patrick Wayne,44726644,Jack Palance,Brian Keith,5,13000000,6.8
Theodore Melfi,Naomi Watts,44134898,Bill Murray,Reg E. Cathey,3,13000000,7.3
Steve Pink,Regina Hall,48637684,Joe Lo Truglio,Bryan Callen,4,12500000,6.1
Gil Junger,Heath Ledger,38176108,Joseph Gordon-Levitt,Andrew Keegan,6,16000000,7.2
Ed Decter,Eddie Griffin,28972187,Zooey Deschanel,Gene Simmons,1,13000000,5.9
Gene Quintano,Lin Shaye,27979400,Jon Lovitz,Bill Nunn,2,8200000,6.1
Jaume Collet-Serra,Brett Cullen,54257433,Óscar Jaenada,Sedona Legge,0,17000000,6.8
Eric Bress,Eric Stoltz,23947,Logan Lerman,Cameron Bright,0,13000000,7.7
Chris Koch,Mark Webber,60008303,Chris Elliott,Jean Smart,1,13000000,4.9
Preston A. Whitmore II,Chris Brown,49121934,Mekhi Phifer,Loretta Devine,9,13000000,6.1
Bob Clark,Dom DeLuise,27141959,Kathleen Turner,Ruby Dee,2,18000000,2.5
Kirk Wong,Elliott Gould,27052167,Bokeem Woodbine,Antonio Sabato Jr.,5,13000000,6.1
Bronwen Hughes,Eartha Kitt,26539321,Gregory Smith,Charlotte Sullivan,1,13000000,5.9
John Lafia,Beth Grant,28501605,Jenny Agutter,Greg Germann,0,13000000,5.7
Sam Miller,Kate del Castillo,52543632,Leslie Bibb,Henry Simmons,2,13200000,5.6
Frank Darabont,Alexa Davalos,25592632,Toby Jones,Jeffrey DeMunn,0,18000000,7.2
Alex Garland,Sonoya Mizuno,25440971,Elina Alminas,Corey Johnson,0,15000000,7.7
Spike Jonze,Orson Bean,22858926,Willie Garson,Mary Kay Place,2,13000000,7.8
Mark Brown,Vivica A. Fox,22235901,Mo'Nique,Tamala Jones,2,6000000,6.1
Dave Green,Ella Wahlestedt,38916903,Teo Halm,Jason Gray-Stanford,0,13000000,5.8
John Stockwell,Jay Hernandez,16929123,Kirsten Dunst,Rolando Molina,2,14000000,6.5
Clint Eastwood,Kazunari Ninomiya,13753931,Yuki Matsuzaki,Shidô Nakamura,0,19000000,7.9
Michael Polish,Virginia Madsen,10996440,J.K. Simmons,Bruce Dern,0,13000000,6.3
Daisy von Scherler Mayer,Jada Pinkett Smith,8026971,LL Cool J,Dave Chappelle,0,13000000,3.8
Lenny Abrahamson,Jacob Tremblay,14677654,Joan Allen,Cas Anvar,0,13000000,8.3
Bob Saget,Jack Warden,9975684,Don Rickles,Traylor Howard,0,13000000,6.4
John Waters,Sam Waterston,7881335,Kathleen Turner,Traci Lords,4,13000000,6.7
Andrew Fleming,Will Ferrell,6241697,Ryan Reynolds,Kirsten Dunst,2,13000000,6.1
Niels Arden Oplev,David Dencik,,Michael Nyqvist,Lena Endre,0,,8.1
Craig Bolotin,Vanessa Williams,5871603,Rosario Dawson,Robert Ri'chard,3,13000000,6
Mark Christopher,Ellen Albertini Dow,16574731,Salma Hayek,Sela Ward,4,13000000,5.8
Blair Hayes,Geoffrey Arend,5002310,Jake Gyllenhaal,Marley Shelton,0,13000000,5.6
Jez Butterworth,Mathieu Kassovitz,4919896,Mark Gatiss,Ben Chaplin,1,13000000,6.1
Jon Lucas,Josie Loren,25675765,Justin Chon,Sarah Wright,0,13000000,5.9
Olivier Assayas,Miranda Richardson,4857376,Steve Buscemi,Catalina Sandino Moreno,0,13000000,7.3
Rod Lurie,Kathryn Morris,3169424,Harry Lennix,Peter Coyote,1,13000000,6.8
Paul Weitz,Sarita Choudhury,18004225,Tina Fey,Christopher Evan Welch,2,13000000,5.7
Patrice Leconte,Daniel Auteuil,3058380,Emir Kusturica,Yves Jacques,1,100000000,7.3
Atom Egoyan,Meghan Heffern,3074838,Liam Neeson,Natalie Lisinska,2,11000000,6.3
Paul Mazursky,Ryan O'Neal,2104000,Chazz Palminteri,Paul Mazursky,3,13000000,5.9
Jim Sheridan,Jake Gyllenhaal,28501651,Natalie Portman,Ethan Suplee,0,26000000,7.1
Sidney Lumet,Vin Diesel,1172769,Peter Dinklage,Alex Rocco,2,13000000,7.1
Stephen Chbosky,Ezra Miller,17738570,Logan Lerman,Kate Walsh,2,13000000,8
Jon Hess,Ian Gomez,1200000,Burt Young,Thomas Ian Griffith,1,3000000,5.1
Douglas McGrath,Isabella Rossellini,1150403,Toby Jones,Hope Davis,4,13000000,7.1
Michael Winterbottom,Sarah Polley,403932,Milla Jovovich,Shirley Henderson,4,20000000,6.5
Mark Neveldine,Alison Lohman,1712111,Djimon Hounsou,Dougray Scott,0,8495000,4.5
Joe Cornish,Luke Treadaway,1024175,John Boyega,Jodie Whittaker,6,13000000,6.6
Angelina Jolie Pitt,Nikola Djuricko,301305,Jelena Jovanova,Branko Djuric,0,13000000,4.3
Brad Anderson,Tara Platt,51872378,Michael Imperioli,Roma Maffia,0,13000000,6.7
John H. Lee,Dean Dawson,31662,Liam Neeson,Jung-jae Lee,1,12620000,6.8
John Stainton,Aden Young,28399192,Steve Irwin,Steve Bastoni,0,13000000,5.4
Glenn Ficarra,Louis Herthum,2035566,Dameon Clarke,Annie Golden,0,13000000,6.6
Jean-Jacques Annaud,Everett McGill,,Rae Dawn Chong,Gary Schwartz,0,12500000,7.4
Denzel Washington,Kevin Connolly,21078145,Denzel Washington,Derek Luke,0,12500000,7.3
Michael Hoffman,Embeth Davidtz,14060950,Gabriel Millman,Rob Morrow,1,12500000,6.9
Tony Scott,Gary Oldman,12281500,Brad Pitt,Michael Rapaport,3,13000000,8
Benedek Fliegauf,Matt Smith,,Eva Green,Hannah Murray,1,3660000,6.4
James Foley,Al Pacino,10725228,Kevin Spacey,Jude Ciccolella,1,12500000,7.8
Michael Winterbottom,Ned Beatty,214966,Liam Aiken,Jay R. Ferguson,0,13000000,6.1
Paul Schrader,Ruby Dee,,Ed Begley Jr.,John Heard,1,18000000,6.1
Stewart Hendler,Margo Harshman,11956207,Julian Morris,Rumer Willis,2,16000000,5.1
John Cromwell,Mary Astor,,David Niven,Ronald Colman,2,,7.8
Craig Gillespie,Kelli Garner,5949693,Ryan Gosling,Paul Schneider,1,12000000,7.4
Mark Herman,Sheila Hancock,9030581,Richard Johnson,Cara Horgan,0,12500000,7.8
Lars von Trier,Udo Kier,4157491,Catherine Deneuve,Björk,0,12800000,8
Gillian Armstrong,Richard Roxburgh,1508689,Tom Wilkinson,Clive Russell,2,16000000,6.7
Abel Ferrara,Vincent Gallo,1227324,Isabella Rossellini,Gretchen Mol,3,12500000,6.6
Brian Koppelman,David Costabile,4360548,Jenna Fischer,Richard Schiff,7,15000000,6.4
Ethan Maniquis,Don Johnson,26589953,Robert De Niro,Cheech Marin,1,10500000,6.7
George Hickenlooper,Eric Schweig,1039869,Kevin Spacey,Christian Campbell,5,15000000,6.2
Don Bluth,Gabriel Damon,48092846,Judith Barsi,Bill Erwin,0,12500000,7.3
Je-kyu Kang,Bin Won,1110186,Min-sik Choi,Dong-gun Jang,2,12800000,8.1
William Dear,Cheech Marin,1089445,Clifton Collins Jr.,Bruce McGill,0,12500000,7
William Friedkin,Linda Blair,204565000,Ellen Burstyn,Lee J. Cobb,0,8000000,8
Steven Spielberg,Robert Shaw,260000000,Roy Scheider,Murray Hamilton,0,8000000,8
Paul Weitz,Shannon Elizabeth,101736215,Alyson Hannigan,Natasha Lyonne,6,11000000,7
Stéphane Aubier,Megan Mullally,71442,Mackenzie Foy,Lambert Wilson,0,9600000,7.9
Michael Ritchie,Randall 'Tex' Cobb,79817937,Victor Wong,Charlotte Lewis,1,25000000,5.9
Tim Story,Romany Malco,91547205,Chris Brown,Regina Hall,8,12000000,6.6
Tim Story,Jason George,75074950,Sean Patrick Thomas,Cedric the Entertainer,0,12000000,6.3
Nicholas Meyer,Kirstie Alley,78900000,Leonard Nimoy,Nichelle Nichols,2,11000000,7.7
Tom Shadyac,Udo Kier,72217000,Sean Young,David Margulies,1,12000000,6.9
John Badham,Barry Corbin,79568000,Matthew Broderick,Ally Sheedy,0,12000000,7.1
Peter Weir,Viggo Mortensen,65500000,Harrison Ford,Lukas Haas,1,12000000,7.4
Mike McCoy,Jason Cottle,70011073,Alex Veadov,Rorke Denver,0,12000000,6.5
Anne Fletcher,Alyson Stoner,65269010,Channing Tatum,Josh Henderson,0,12000000,6.5
Mike Judge,Demi Moore,63071133,Bruce Willis,John Doman,0,12000000,6.8
Quentin Tarantino,Sid Haig,39647595,Robert De Niro,Robert Forster,5,12000000,7.5
Jon Hurwitz,Eric Winter,38087366,Danneel Ackles,Beverly D'Angelo,2,12000000,6.6
Josh Trank,Alex Russell,64572496,Michael Kelly,Ashley Hinshaw,0,12000000,7.1
Barbra Streisand,Amy Irving,30400000,Miriam Margolyes,Steven Hill,1,12000000,6.6
Terry Gilliam,Michael Palin,42365600,Shelley Duvall,Kenny Baker,0,5000000,7
Tamra Davis,Katherine Boecher,37188667,Britney Spears,Dave Allen,1,12000000,3.3
Nima Nourizadeh,Kirby Bliss Blanton,54724272,Dax Flame,Oliver Cooper,0,12000000,6.7
Franklin J. Schaffner,Karl Malden,,George C. Scott,Bill Hickman,0,12000000,8
Mark Romanek,Gary Cole,31597131,Robin Williams,Connie Nielsen,0,12000000,6.8
John Erick Dowdle,Jay Hernandez,31691811,Andrew Fiscella,Dania Ramirez,0,12000000,6
David Moreau,Alessandro Nivola,31397498,Chloë Grace Moretz,Obba Babatundé,1,12000000,5.4
Christopher Erskin,Shannon Elizabeth,31179516,Vanessa Williams,Shad Moss,5,12000000,4.3
Jesse Dylan,Fred Willard,31155435,Hector Elizondo,T.J. Thyne,2,12000000,6.2
Brian Henson,Jerry Nelson,27281507,Steven Mackintosh,Steve Whitmire,0,12000000,7.7
Martin Campbell,Tobias Menzies,167007184,Eva Green,Ivana Milicevic,1,150000000,8
Julie Taymor,Roger Rees,25776062,Salma Hayek,Valeria Golino,0,12000000,7.4
Dan Cutforth,Ashley Ashida Dixon,25240988,Lexie Contursi,Anthony Burrell,0,12000000,5.9
Josh Boone,Sam Trammell,124868837,Shailene Woodley,Nat Wolff,0,12000000,7.8
John Dahl,Martin Landau,22905674,Matt Damon,Gretchen Mol,2,12000000,7.4
Chris Rock,Romany Malco,25277561,Rosario Dawson,J.B. Smoove,10,12000000,6.5
John Frankenheimer,Richard Dysart,,Talia Shire,Robert Foxworth,1,12000000,5.4
David Koepp,Kathryn Erbe,21133087,Illeana Douglas,Lusia Strus,0,12000000,7
,Kelvin Taylor,,Peter Mensah,Viva Bianca,2,,8.6
Stephen Frears,Mare Winningham,37707719,Steve Coogan,Peter Hermann,2,12000000,7.6
Mike Binder,Erika Christensen,18761993,Alicia Witt,Joan Allen,1,9000000,6.9
Franklin J. Schaffner,Anne Meara,,Laurence Olivier,Steve Guttenberg,3,12000000,7
Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,18595716,Tammin Sursok,Dichen Lachman,3,12000000,5.3
Jake Schreier,Cara Delevingne,31990064,Nat Wolff,Meg Crosbie,2,12000000,6.4
Cheryl Dunye,Marsha Thomason,17321573,Michael Imperioli,Bai Ling,5,,4.5
Alexander Payne,Bruce Dern,17613460,Devin Ratray,Will Forte,0,12000000,7.8
Ernest R. Dickerson,Jada Pinkett Smith,21088568,CCH Pounder,Gary Farmer,1,13000000,6.7
Tim Hill,Amber Valletta,17292381,Noel Fisher,Larry Miller,0,12000000,5.3
Jason Reitman,Patton Oswalt,16300302,Charlize Theron,Collette Wolfe,1,12000000,6.3
Mark Neveldine,Edi Gathegi,27829874,Jason Statham,Jose Pablo Cantillo,1,12000000,7
Lionel C. Martin,Gilbert Gottfried,13960203,Bernie Mac,Lark Voorhies,2,,5.3
Richard LaGravenese,Eddie Cibrian,12902790,Holly Hunter,Jenette Goldstein,1,12000000,6.6
Sanaa Hamri,Laz Alonso,21520719,Common,Mehcad Brooks,1,,5.8
Jonathan Demme,Rosemarie DeWitt,12796277,Anne Hathaway,Bill Irwin,1,,6.7
Bob Rafelson,Michael Lerner,,Anjelica Huston,John Colicos,0,12000000,6.6
Peter Webber,Colin Firth,11634362,Scarlett Johansson,Tom Wilkinson,0,,7
Wolfgang Petersen,Martin Semmelrogge,11433134,Jürgen Prochnow,Herbert Grönemeyer,0,14000000,8.4
John Lee Hancock,Marc Blucas,22406362,Dennis Quaid,Jordi Mollà,0,107000000,6
Wallace Wolodarsky,Barry Watson,10198766,Heather Matarazzo,Harland Williams,3,12000000,5.4
Richard Curtis,Tom Hollander,15294553,Tom Hughes,Lindsay Duncan,1,12000000,7.8
Yimou Zhang,Andy Lau,11041228,Takeshi Kaneshiro,Zhengyong Zhang,3,100000000,7.6
Nicholas Jarecki,Curtiss Cook,7918283,Nate Parker,Reg E. Cathey,1,12000000,6.6
Dean Israelite,Jonny Weston,22331028,Gary Weeks,Sofia Black-D'Elia,0,12000000,6.4
Darnell Martin,Veronika Dash,8134217,Cedric the Entertainer,Tammy Blanchard,3,12000000,7
Scott Alexander,Dave Chappelle,6982680,Sarah Silverman,Sherman Hemsley,0,10000000,5.7
Stuart Gordon,Kurtwood Smith,6739141,Christopher Lambert,Clifton Collins Jr.,0,8000000,5.9
Christopher Guest,Catherine O'Hara,5542025,John Michael Higgins,Ed Begley Jr.,0,12000000,6.3
Woody Allen,Aleksa Palladino,5032496,Melanie Griffith,Greg Mottola,0,12000000,6.3
Ryan Murphy,Joseph Cross,6754898,Jill Clayburgh,Dagmara Dominczyk,0,12000000,6.2
Robert Iscove,Kelly Clarkson,4922166,Anika Noni Rose,Brian Dietzen,2,12000000,2.1
Spike Lee,Debi Mazar,4903000,Michael Imperioli,Gretchen Mol,3,12000000,5
Jane Campion,Nick Damici,4717455,Jennifer Jason Leigh,Susan Gardner,0,12000000,5.3
James Gray,Vinessa Shaw,3148482,Isabella Rossellini,Samantha Ivers,0,12000000,7.1
Fred Schepisi,Ray Winstone,2326407,Bob Hoskins,JJ Feild,5,12000000,7
Joon-ho Bong,Kang-ho Song,2201412,Doona Bae,Ah-sung Ko,0,12215500000,7
Roger Spottiswoode,Treat Williams,,Robert Duvall,Paul Gleason,0,12000000,5.7
Antonia Bird,Jeffrey Jones,2060953,Jeremy Davies,David Arquette,0,12000000,7.1
Jon Poll,Megan Park,3950294,Robert Downey Jr.,Hope Davis,5,12000000,7
Paolo Sorrentino,Sabrina Ferilli,2835886,Toni Servillo,Serena Grandi,2,9200000,7.7
Peter Care,Michael Harding,1779284,Kieran Culkin,Jake Richardson,4,12000000,7.1
Chan-wook Park,Alden Ehrenreich,1702277,Mia Wasikowska,Harmony Korine,4,12000000,6.8
Kar-Wai Wong,Tony Chiu Wai Leung,261481,Li Gong,Maggie Cheung,0,12000000,7.5
Ira Sachs,Erin Boyes,1506998,David Richmond-Peck,Timothy Webber,4,12000000,6.3
Carroll Ballard,Hope Davis,860002,Eamonn Walker,Campbell Scott,0,12000000,7.3
Neil Jordan,Stephen Rea,548934,Tony Curran,Alicja Bachleda,2,12000000,6.8
Takeshi Kitano,Tatyana Ali,447750,Omar Epps,James Shigeta,0,10000000,7.2
